First,Last,Action,Event ID,Event Name,Ticket Quantity,Ticket Type
Tracy,Fitzgerald,Buy,58,Bad Bunny Live,5,Bronze
Michelle,Oliver,Buy,43,UTEP Basketball 30,5,General Admission
Didi,Guillen,Buy,71,UTEP Commencement 3,2,Bronze
Michael,Nunez,Buy,53,UTEP Wind Symphony 9,6,Bronze
Sara,Fox,Buy,69,UTEP Commencement 2,2,Silver
Alexander,Kelly,Buy,7,UTEP Football 7,2,VIP
Bryan,Fields,Buy,58,Bad Bunny Live,3,General Admission
Terri,Mendez,Buy,66,Warped Tour Day 2,2,Bronze
Paul,Harmon,Buy,60,Ariana Grande Live,6,Bronze
Richard,Torres,Buy,12,UTEP Football 12,6,General Admission
Joseph,Macdonald,Buy,7,UTEP Football 7,2,Bronze
Alyssa,Smith,Buy,14,UTEP Basketball 1,3,Bronze
Dakota,Harper,Buy,31,UTEP Basketball 18,6,General Admission
Joshua,Gomez,Buy,36,UTEP Basketball 23,2,Silver
Roberto,Gutierrez,Buy,18,UTEP Basketball 5,2,Silver
Jose,Smith,Buy,53,UTEP Wind Symphony 9,2,Bronze
Alexandra,Fox,Buy,28,UTEP Basketball 15,6,VIP
John,Hansen,Buy,41,UTEP Basketball 28,3,General Admission
Patrick,Bennett,Buy,40,UTEP Basketball 27,4,Silver
Trevor,Young,Buy,29,UTEP Basketball 16,5,Gold
Anthony,Moore,Buy,62,The Weeknd Live,6,VIP
Angel,Joseph,Buy,10,UTEP Football 10,3,General Admission
Ryan,Brown,Buy,67,Warped Tour Day 3,6,Gold
Stephanie,Williams,Buy,38,UTEP Basketball 25,4,VIP
Bradley,Beltran,Buy,13,UTEP Football 13,5,Silver
Mark,Lee,Buy,67,Warped Tour Day 3,6,Silver
Doris,Mercado,Buy,50,UTEP Wind Symphony 6,6,Silver
Christina,Wheeler,Buy,44,UTEP Basketball 31,3,General Admission
Chelsea,Porter,Buy,44,UTEP Basketball 31,3,VIP
Karla,Johnson,Buy,31,UTEP Basketball 18,2,VIP
John,Jones,Buy,40,UTEP Basketball 27,6,Gold
Danielle,Gardner,Buy,46,UTEP Wind Symphony 2,5,VIP
Heather,Robbins,Buy,34,UTEP Basketball 21,5,General Admission
Shane,Arnold,Buy,33,UTEP Basketball 20,5,General Admission
Gary,Miller,Buy,47,UTEP Wind Symphony 3,5,General Admission
Anthony,Carson,Buy,12,UTEP Football 12,2,VIP
Elizabeth,Dominguez,Buy,51,UTEP Wind Symphony 7,2,Gold
Beth,Moss,Buy,66,Warped Tour Day 2,2,Gold
Cassandra,Cook,Buy,34,UTEP Basketball 21,6,Bronze
George,Wood,Buy,71,UTEP Commencement 3,2,General Admission
Alexander,Kelly,Buy,68,UTEP Commencement 1,6,Bronze
Brett,Wallace,Buy,12,UTEP Football 12,3,Silver
Arturo,Hernandez,Buy,66,Warped Tour Day 2,2,Silver
Evil,Queen,Buy,36,UTEP Basketball 23,5,Bronze
Matthew,Khan,Buy,15,UTEP Basketball 2,4,General Admission
Daniel,Marin,Buy,24,UTEP Basketball 11,4,VIP
Henry,Salazar,Buy,25,UTEP Basketball 12,2,Gold
Wendy,Phillips,Buy,53,UTEP Wind Symphony 9,2,General Admission
Megan,Noble,Buy,33,UTEP Basketball 20,5,General Admission
Teresa,Taylor,Buy,58,Bad Bunny Live,5,General Admission
Theresa,Macias,Buy,18,UTEP Basketball 5,2,VIP
Timothy,Johnson,Buy,41,UTEP Basketball 28,3,VIP
Jose,Smith,Buy,63,Lady Gaga Live,3,VIP
Hunter,Moore,Buy,60,Ariana Grande Live,4,Silver
Brandon,Flores,Buy,40,UTEP Basketball 27,4,Bronze
Rodney,Mcneil,Buy,23,UTEP Basketball 10,3,Gold
Jessica,Frye,Buy,14,UTEP Basketball 1,4,Gold
Theresa,Macias,Buy,36,UTEP Basketball 23,4,General Admission
Christopher,Contreras,Buy,33,UTEP Basketball 20,4,General Admission
Samuel,Burton,Buy,56,UTEP Wind Symphony 12,5,Gold
Douglas,Bryant,Buy,1,UTEP Football 1,5,Bronze
Alexandra,Robinson,Buy,26,UTEP Basketball 13,3,Bronze
Dennis,Cooper,Buy,42,UTEP Basketball 29,3,Silver
Kristina,Patrick,Buy,27,UTEP Basketball 14,3,Bronze
Brandy,Wilkerson,Buy,17,UTEP Basketball 4,5,Gold
Ryan,Peterson,Buy,5,UTEP Football 5,3,VIP
Christopher,Sanford,Buy,21,UTEP Basketball 8,2,VIP
Matthew,Campbell,Buy,65,Warped Tour Day 1,6,General Admission
Dana,Williams,Buy,31,UTEP Basketball 18,4,General Admission
Jill,Henderson,Buy,28,UTEP Basketball 15,4,Bronze
Erica,Burch,Buy,3,UTEP Football 3,4,VIP
Jorge,Haley,Buy,24,UTEP Basketball 11,2,Silver
Austin,Griffin,Buy,9,UTEP Football 9,6,General Admission
Melissa,Johnson,Buy,1,UTEP Football 1,6,Gold
Amanda,Johnson,Buy,4,UTEP Football 4,5,Silver
Ruth,Ponce,Buy,44,UTEP Basketball 31,2,Silver
Stacy,Maldonado,Buy,56,UTEP Wind Symphony 12,6,Gold
Brittany,Hawkins,Buy,35,UTEP Basketball 22,4,VIP
Robert,Wu,Buy,19,UTEP Basketball 6,5,Silver
Goofy,Disney,Buy,54,UTEP Wind Symphony 10,3,Bronze
Darlene,Russell,Buy,23,UTEP Basketball 10,3,Bronze
Stephanie,Williams,Buy,53,UTEP Wind Symphony 9,5,Gold
Christopher,Craig,Buy,55,UTEP Wind Symphony 11,3,Silver
Gary,Mckenzie,Buy,40,UTEP Basketball 27,5,General Admission
Michelle,Sexton,Buy,1,UTEP Football 1,4,VIP
Jessica,Anderson,Buy,32,UTEP Basketball 19,3,General Admission
Barbara,Jones,Buy,63,Lady Gaga Live,5,Bronze
Colleen,Hall,Buy,30,UTEP Basketball 17,4,Bronze
Jennifer,Jones,Buy,26,UTEP Basketball 13,4,Silver
Austin,Griffin,Buy,18,UTEP Basketball 5,6,Bronze
Jessica,Frye,Buy,47,UTEP Wind Symphony 3,2,General Admission
Thomas,Sanders,Buy,11,UTEP Football 11,2,Bronze
Anthony,Kramer,Buy,49,UTEP Wind Symphony 5,5,General Admission
Jessica,Olsen,Buy,15,UTEP Basketball 2,6,VIP
David,Mills,Buy,69,UTEP Commencement 2,6,General Admission
Todd,Brooks,Buy,21,UTEP Basketball 8,4,Silver
Joseph,Hanna,Buy,38,UTEP Basketball 25,3,VIP
Patrick,Larsen,Buy,29,UTEP Basketball 16,3,General Admission
Steven,Hartman,Buy,34,UTEP Basketball 21,2,VIP
Roberto,Johnson,Buy,35,UTEP Basketball 22,2,Silver
Sherri,Velasquez,Buy,3,UTEP Football 3,3,VIP
Tracy,Fitzgerald,Buy,50,UTEP Wind Symphony 6,5,VIP
Felicia,Carlson,Buy,47,UTEP Wind Symphony 3,2,VIP
Robin,Wilson,Buy,49,UTEP Wind Symphony 5,6,Bronze
Craig,Brown,Buy,58,Bad Bunny Live,6,Gold
Brian,Lopez,Buy,65,Warped Tour Day 1,6,Bronze
Arturo,Hernandez,Buy,71,UTEP Commencement 3,3,Silver
Prince,Eric,Buy,39,UTEP Basketball 26,5,Gold
Rodney,Berg,Buy,69,UTEP Commencement 2,3,Gold
Willie,Hobbs,Buy,48,UTEP Wind Symphony 4,5,Silver
Ryan,Washington,Buy,4,UTEP Football 4,3,Bronze
Deanna,Cummings,Buy,44,UTEP Basketball 31,6,Silver
Casey,Navarro,Buy,27,UTEP Basketball 14,5,Gold
Woody,Disney,Buy,40,UTEP Basketball 27,5,Silver
Aurora,Disney,Buy,49,UTEP Wind Symphony 5,6,Silver
Brian,Rojas,Buy,17,UTEP Basketball 4,5,General Admission
Kimberly,Mejia,Buy,33,UTEP Basketball 20,6,VIP
Dannell,MunozSilva,Buy,65,Warped Tour Day 1,6,VIP
Trevor,Young,Buy,13,UTEP Football 13,6,VIP
William,Adkins,Buy,7,UTEP Football 7,4,General Admission
Kenneth,Smith,Buy,51,UTEP Wind Symphony 7,2,VIP
Jordan,Wilson,Buy,45,UTEP Wind Symphony 1,2,VIP
Jorge,Huerta,Buy,37,UTEP Basketball 24,2,Gold
Hercules,Disney,Buy,5,UTEP Football 5,2,Gold
Laura,Williams,Buy,1,UTEP Football 1,3,VIP
Philip,Chaney,Buy,69,UTEP Commencement 2,6,Bronze
Chad,Green,Buy,60,Ariana Grande Live,3,Gold
Vincent,Harrison,Buy,60,Ariana Grande Live,4,Gold
Gerald,Beltran,Buy,25,UTEP Basketball 12,3,VIP
Ashley,Jones,Buy,54,UTEP Wind Symphony 10,4,Bronze
Valerie,Moore,Buy,49,UTEP Wind Symphony 5,4,VIP
Lawrence,Henry,Buy,42,UTEP Basketball 29,2,Silver
Daniel,Summers,Buy,52,UTEP Wind Symphony 8,2,Silver
Jessica,Fernandez,Buy,17,UTEP Basketball 4,6,General Admission
Misty,Horton,Buy,40,UTEP Basketball 27,2,VIP
Anthony,Hunter,Buy,3,UTEP Football 3,3,General Admission
Andrew,Parks,Buy,68,UTEP Commencement 1,3,General Admission
Sarah,Griffin,Buy,30,UTEP Basketball 17,3,General Admission
Stephen,Villegas,Buy,38,UTEP Basketball 25,4,Bronze
Sherri,Armstrong,Buy,41,UTEP Basketball 28,2,General Admission
Ronald,Parker,Buy,58,Bad Bunny Live,6,VIP
Brooke,Maxwell,Buy,23,UTEP Basketball 10,6,Gold
Sara,West,Buy,53,UTEP Wind Symphony 9,5,Bronze
Laurie,Johnson,Buy,58,Bad Bunny Live,5,Silver
Donna,Allen,Buy,7,UTEP Football 7,6,Gold
Samantha,May,Buy,1,UTEP Football 1,4,Silver
Kimberly,Garcia,Buy,2,UTEP Football 2,2,General Admission
Ernest,Bentley,Buy,49,UTEP Wind Symphony 5,3,Bronze
Shelly,Jones,Buy,26,UTEP Basketball 13,4,Silver
Tanya,Davis,Buy,55,UTEP Wind Symphony 11,2,VIP
Sarah,Cline,Buy,30,UTEP Basketball 17,2,Gold
Douglas,Rodriguez,Buy,17,UTEP Basketball 4,5,Gold
Austin,Griffin,Buy,20,UTEP Basketball 7,6,Silver
Felix,Millan,Buy,51,UTEP Wind Symphony 7,5,Silver
John,Davis,Buy,4,UTEP Football 4,3,Gold
Kylie,King,Buy,30,UTEP Basketball 17,5,General Admission
Olivia,Richardson,Buy,8,UTEP Football 8,4,VIP
Jennifer,Jones,Buy,8,UTEP Football 8,2,Silver
Quasimodo,Disney,Buy,12,UTEP Football 12,6,VIP
Gail,Parker,Buy,23,UTEP Basketball 10,5,VIP
Misty,Horton,Buy,15,UTEP Basketball 2,4,Bronze
Michelle,Pruitt,Buy,58,Bad Bunny Live,2,Gold
Tanya,Turner,Buy,62,The Weeknd Live,3,Gold
Nicole,Harvey,Buy,60,Ariana Grande Live,6,Silver
Jenna,Chase,Buy,50,UTEP Wind Symphony 6,2,VIP
Sarah,Griffin,Buy,50,UTEP Wind Symphony 6,4,VIP
Shane,Arnold,Buy,10,UTEP Football 10,4,VIP
Crystal,Rice,Buy,7,UTEP Football 7,6,Gold
Denise,Morales,Buy,65,Warped Tour Day 1,6,VIP
Gerald,Baker,Buy,10,UTEP Football 10,4,Silver
Hercules,Disney,Buy,3,UTEP Football 3,2,Silver
Joshua,Meadows,Buy,6,UTEP Football 6,5,Bronze
Pinocchio,Disney,Buy,10,UTEP Football 10,5,Gold
Theresa,Obrien,Buy,64,Justin Timberlake Live,3,Bronze
Rachel,Vasquez,Buy,44,UTEP Basketball 31,5,VIP
Michael,Flores,Buy,58,Bad Bunny Live,2,Bronze
Anthony,Moore,Buy,16,UTEP Basketball 3,3,Gold
Chad,Green,Buy,48,UTEP Wind Symphony 4,3,General Admission
Stephen,Ellis,Buy,62,The Weeknd Live,3,Gold
Michelle,Maynard,Buy,56,UTEP Wind Symphony 12,3,General Admission
Michelle,Maynard,Buy,53,UTEP Wind Symphony 9,2,Gold
George,Proctor,Buy,30,UTEP Basketball 17,4,Silver
Jessica,Olsen,Buy,15,UTEP Basketball 2,4,VIP
Sara,Fox,Buy,42,UTEP Basketball 29,5,Bronze
Leonard,King,Buy,62,The Weeknd Live,4,VIP
Ann,Miller,Buy,51,UTEP Wind Symphony 7,2,General Admission
Craig,Brown,Buy,61,Justin Bieber Live,3,Gold
Maria,Mitchell,Buy,49,UTEP Wind Symphony 5,5,VIP
Steven,Owens,Buy,71,UTEP Commencement 3,2,VIP
Melanie,Kirk,Buy,52,UTEP Wind Symphony 8,6,Silver
Carlos,Cepeda,Buy,7,UTEP Football 7,5,VIP
Andrea,Riley,Buy,15,UTEP Basketball 2,5,Silver
Brandy,Wilkerson,Buy,71,UTEP Commencement 3,2,Gold
Jerry,Lee,Buy,9,UTEP Football 9,2,General Admission
David,Clark,Buy,10,UTEP Football 10,6,Bronze
James,Watson,Buy,54,UTEP Wind Symphony 10,5,General Admission
Mark,Thompson,Buy,3,UTEP Football 3,5,General Admission
Paul,Herman,Buy,48,UTEP Wind Symphony 4,6,Gold
Gregory,Maxwell,Buy,30,UTEP Basketball 17,5,Gold
Sarah,Griffin,Buy,21,UTEP Basketball 8,3,Silver
Jessica,Anderson,Buy,7,UTEP Football 7,2,General Admission
Ricky,Gardner,Buy,20,UTEP Basketball 7,3,Bronze
Mark,Lozano,Buy,14,UTEP Basketball 1,2,Gold
Amanda,Baker,Buy,55,UTEP Wind Symphony 11,4,Silver
Heidi,Page,Buy,24,UTEP Basketball 11,5,Silver
Dean,Smith,Buy,22,UTEP Basketball 9,5,Bronze
Ethan,Holmes,Buy,4,UTEP Football 4,4,Gold
Timothy,Bernard,Buy,7,UTEP Football 7,2,Gold
Brendan,Phillips,Buy,16,UTEP Basketball 3,2,VIP
Stephen,Villegas,Buy,31,UTEP Basketball 18,5,Gold
Adrian,Bonilla,Buy,34,UTEP Basketball 21,4,General Admission
Dylan,Lopez,Buy,15,UTEP Basketball 2,3,Gold
Peggy,Murphy,Buy,39,UTEP Basketball 26,2,Gold
Simba,King,Buy,52,UTEP Wind Symphony 8,6,Bronze
Debra,Raymond,Buy,53,UTEP Wind Symphony 9,5,Bronze
Donald,Ramirez,Buy,62,The Weeknd Live,4,Gold
Melissa,Evans,Buy,1,UTEP Football 1,6,General Admission
Jacob,Gonzalez,Buy,9,UTEP Football 9,6,Bronze
Sharon,Castillo,Buy,49,UTEP Wind Symphony 5,3,Bronze
Kaa,Disney,Buy,15,UTEP Basketball 2,3,Silver
John,Sanders,Buy,26,UTEP Basketball 13,5,Bronze
Noah,Horne,Buy,65,Warped Tour Day 1,6,General Admission
Dana,Park,Buy,35,UTEP Basketball 22,6,Gold
Timothy,Jones,Buy,33,UTEP Basketball 20,2,VIP
Jerry,Rodriguez,Buy,39,UTEP Basketball 26,6,Silver
Jill,Solis,Buy,9,UTEP Football 9,4,General Admission
Emma,Padilla,Buy,16,UTEP Basketball 3,2,Bronze
Jeffrey,Rodriguez,Buy,16,UTEP Basketball 3,3,VIP
Evil,Queen,Buy,5,UTEP Football 5,6,Silver
Brendan,Phillips,Buy,30,UTEP Basketball 17,4,Bronze
Christopher,Ortega,Buy,65,Warped Tour Day 1,5,General Admission
Rodney,Berg,Buy,47,UTEP Wind Symphony 3,6,Gold
Isabella,Gaytan,Buy,61,Justin Bieber Live,3,Gold
Jorge,Huerta,Buy,19,UTEP Basketball 6,6,Bronze
Christina,Villanueva,Buy,48,UTEP Wind Symphony 4,6,Bronze
Hannah,Arias,Buy,59,Eminem Live,2,Bronze
Jason,Wolfe,Buy,58,Bad Bunny Live,5,Bronze
Erica,Burch,Buy,9,UTEP Football 9,2,VIP
Gary,Mckenzie,Buy,28,UTEP Basketball 15,5,Bronze
Debra,Blackwell,Buy,4,UTEP Football 4,2,VIP
Douglas,Rodriguez,Buy,33,UTEP Basketball 20,3,General Admission
Gregory,Maxwell,Buy,54,UTEP Wind Symphony 10,2,Silver
Brett,Higgins,Buy,36,UTEP Basketball 23,2,Bronze
Randy,Keller,Buy,67,Warped Tour Day 3,3,General Admission
Kim,Contreras,Buy,67,Warped Tour Day 3,3,Gold
Kevin,Boone,Buy,19,UTEP Basketball 6,2,VIP
Ronald,Bond,Buy,47,UTEP Wind Symphony 3,4,Bronze
Crystal,Rice,Buy,35,UTEP Basketball 22,3,VIP
Michael,Adams,Buy,68,UTEP Commencement 1,3,Silver
Christina,Villanueva,Buy,4,UTEP Football 4,4,General Admission
Francisco,Rodriguez,Buy,40,UTEP Basketball 27,3,Bronze
Elizabeth,Torres,Buy,36,UTEP Basketball 23,3,VIP
Jennifer,Huang,Buy,14,UTEP Basketball 1,2,Silver
Cody,Robles,Buy,67,Warped Tour Day 3,4,Bronze
Molly,Cohen,Buy,46,UTEP Wind Symphony 2,6,VIP
Cruella,DeVil,Buy,11,UTEP Football 11,3,Gold
Rick,Parrish,Buy,60,Ariana Grande Live,3,Silver
Michaela,Miranda,Buy,11,UTEP Football 11,3,VIP
Rebecca,Fisher,Buy,67,Warped Tour Day 3,3,Bronze
Jared,DeLosReyes,Buy,61,Justin Bieber Live,6,VIP
Alexandra,Simpson,Buy,48,UTEP Wind Symphony 4,2,VIP
Jonathan,Avalos,Buy,60,Ariana Grande Live,2,General Admission
Kim,Contreras,Buy,22,UTEP Basketball 9,5,Bronze
Scott,Dunn,Buy,21,UTEP Basketball 8,6,Gold
Samantha,Thomas,Buy,38,UTEP Basketball 25,4,General Admission
Derek,Irwin,Buy,16,UTEP Basketball 3,3,VIP
Brian,Andrews,Buy,31,UTEP Basketball 18,2,Bronze
John,White,Buy,51,UTEP Wind Symphony 7,2,Bronze
Sean,Medina,Buy,16,UTEP Basketball 3,3,General Admission
Jorge,Haley,Buy,1,UTEP Football 1,3,Gold
Timothy,Wagner,Buy,66,Warped Tour Day 2,2,VIP
Jermaine,Dean,Buy,60,Ariana Grande Live,5,General Admission
Timothy,Wagner,Buy,58,Bad Bunny Live,6,Silver
Dale,Disney,Buy,17,UTEP Basketball 4,4,Silver
David,Soto,Buy,54,UTEP Wind Symphony 10,6,VIP
Angel,Joseph,Buy,47,UTEP Wind Symphony 3,2,Silver
Marissa,Oconnell,Buy,68,UTEP Commencement 1,3,General Admission
Sabrina,Nguyen,Buy,56,UTEP Wind Symphony 12,5,Gold
Barbara,Lane,Buy,71,UTEP Commencement 3,3,Gold
Kristine,Smith,Buy,35,UTEP Basketball 22,4,Bronze
Linda,Rodriguez,Buy,35,UTEP Basketball 22,2,VIP
Colleen,Torres,Buy,11,UTEP Football 11,3,Bronze
Andrew,Garcia,Buy,59,Eminem Live,4,Bronze
Dakota,Harper,Buy,69,UTEP Commencement 2,5,Bronze
William,Rice,Buy,7,UTEP Football 7,4,General Admission
Colleen,Sanchez,Buy,11,UTEP Football 11,3,Gold
Amanda,Vang,Buy,20,UTEP Basketball 7,2,VIP
Victoria,White,Buy,38,UTEP Basketball 25,6,Silver
Renee,Zimmerman,Buy,68,UTEP Commencement 1,6,VIP
Shannon,Holden,Buy,37,UTEP Basketball 24,5,Bronze
Jesse,Montgomery,Buy,11,UTEP Football 11,3,Gold
Tyler,Baxter,Buy,35,UTEP Basketball 22,6,Gold
Jill,Solis,Buy,23,UTEP Basketball 10,3,Silver
Michael,Muniz,Buy,54,UTEP Wind Symphony 10,5,General Admission
Kirsten,Robinson,Buy,29,UTEP Basketball 16,3,Silver
Erin,Jones,Buy,22,UTEP Basketball 9,2,Silver
Christopher,Raymond,Buy,49,UTEP Wind Symphony 5,5,General Admission
Robert,Preston,Buy,68,UTEP Commencement 1,3,Silver
Shirley,Foster,Buy,37,UTEP Basketball 24,4,Gold
Donna,Allen,Buy,61,Justin Bieber Live,6,VIP
William,Rice,Buy,20,UTEP Basketball 7,3,VIP
Christopher,Johnson,Buy,52,UTEP Wind Symphony 8,2,Silver
Christopher,Berry,Buy,8,UTEP Football 8,6,Silver
April,Lopez,Buy,24,UTEP Basketball 11,2,General Admission
Darin,Porter,Buy,52,UTEP Wind Symphony 8,3,General Admission
Rosa,Gonzalez,Buy,56,UTEP Wind Symphony 12,6,Bronze
Bryan,Wise,Buy,41,UTEP Basketball 28,6,General Admission
Holly,Cruz,Buy,66,Warped Tour Day 2,2,Bronze
Krista,Lambert,Buy,62,The Weeknd Live,5,General Admission
Donna,Allen,Buy,7,UTEP Football 7,2,Silver
William,Evans,Buy,46,UTEP Wind Symphony 2,6,Silver
Laura,Williams,Buy,59,Eminem Live,4,Gold
Kelly,Bell,Buy,42,UTEP Basketball 29,6,Silver
Keith,Ortiz,Buy,46,UTEP Wind Symphony 2,3,General Admission
Stephanie,Kirby,Buy,62,The Weeknd Live,3,Silver
Goofy,Disney,Buy,35,UTEP Basketball 22,3,VIP
Kathy,Smith,Buy,28,UTEP Basketball 15,3,Bronze
Hannah,Maldonado,Buy,43,UTEP Basketball 30,6,General Admission
Lauren,Hall,Buy,29,UTEP Basketball 16,6,Silver
Raymond,Woodward,Buy,65,Warped Tour Day 1,6,General Admission
Julia,Young,Buy,18,UTEP Basketball 5,5,Bronze
John,Blair,Buy,1,UTEP Football 1,2,Silver
Jeffrey,Luna,Buy,3,UTEP Football 3,6,Silver
Richard,Blackwell,Buy,14,UTEP Basketball 1,4,General Admission
Sandra,Rogers,Buy,27,UTEP Basketball 14,3,Bronze
Donald,Haynes,Buy,1,UTEP Football 1,2,VIP
Margaret,Smith,Buy,8,UTEP Football 8,6,Silver
Elizabeth,Torres,Buy,60,Ariana Grande Live,6,Silver
Margaret,Smith,Buy,25,UTEP Basketball 12,6,Bronze
Krystal,Thompson,Buy,56,UTEP Wind Symphony 12,3,Bronze
Joseph,Hanna,Buy,54,UTEP Wind Symphony 10,6,Bronze
Sarah,Jones,Buy,16,UTEP Basketball 3,6,Bronze
Dalton,Bryant,Buy,53,UTEP Wind Symphony 9,4,Silver
Sheila,Lewis,Buy,13,UTEP Football 13,3,Gold
Jennifer,Copeland,Buy,71,UTEP Commencement 3,4,Silver
Shelly,Jones,Buy,39,UTEP Basketball 26,3,General Admission
Brandi,Daniel,Buy,65,Warped Tour Day 1,6,General Admission
Taylor,Johnson,Buy,61,Justin Bieber Live,6,Silver
Kimberly,Harris,Buy,33,UTEP Basketball 20,6,VIP
Elizabeth,Jackson,Buy,24,UTEP Basketball 11,2,Gold
Donald,Duck,Buy,10,UTEP Football 10,6,Bronze
Bradley,Rodriguez,Buy,44,UTEP Basketball 31,2,General Admission
Nicholas,Anderson,Buy,2,UTEP Football 2,2,Gold
Erika,Lopez,Buy,8,UTEP Football 8,5,Bronze
Jessica,Fernandez,Buy,40,UTEP Basketball 27,5,Silver
Jared,Scott,Buy,24,UTEP Basketball 11,4,Gold
Michelle,Ramirez,Buy,17,UTEP Basketball 4,2,Gold
James,King,Buy,9,UTEP Football 9,2,Silver
Gerald,Baker,Buy,32,UTEP Basketball 19,2,VIP
David,Summers,Buy,24,UTEP Basketball 11,3,Gold
Wendy,Montoya,Buy,14,UTEP Basketball 1,2,Bronze
Olivia,Richardson,Buy,62,The Weeknd Live,6,Bronze
Sharon,Gillespie,Buy,2,UTEP Football 2,2,VIP
Arturo,Flores,Buy,10,UTEP Football 10,6,Silver
Christopher,Coleman,Buy,2,UTEP Football 2,3,Silver
Scott,Bailey,Buy,2,UTEP Football 2,6,Gold
Jessica,Fernandez,Buy,29,UTEP Basketball 16,6,Silver
Alicia,Moran,Buy,67,Warped Tour Day 3,6,Gold
Alejandro,Ramirez,Buy,51,UTEP Wind Symphony 7,4,General Admission
David,Gross,Buy,25,UTEP Basketball 12,2,VIP
Rachel,Roberson,Buy,13,UTEP Football 13,4,VIP
Enrique,Aguilar,Buy,27,UTEP Basketball 14,6,General Admission
Captaiin,Hook,Buy,41,UTEP Basketball 28,6,VIP
Mark,Lozano,Buy,63,Lady Gaga Live,2,General Admission
Saul,Gonzalez,Buy,3,UTEP Football 3,4,Silver
Adam,Maldonado,Buy,7,UTEP Football 7,6,Gold
Benjamin,Johnson,Buy,27,UTEP Basketball 14,6,General Admission
Linda,Alexander,Buy,47,UTEP Wind Symphony 3,5,VIP
Kimberly,Roberts,Buy,49,UTEP Wind Symphony 5,2,General Admission
Anthony,Hardin,Buy,51,UTEP Wind Symphony 7,5,Bronze
Laurie,Mendoza,Buy,6,UTEP Football 6,3,Silver
Jennifer,Preston,Buy,29,UTEP Basketball 16,3,Gold
Joseph,Macdonald,Buy,61,Justin Bieber Live,5,Bronze
Patricia,Mcdonald,Buy,59,Eminem Live,3,Silver
Chip,Disney,Buy,58,Bad Bunny Live,5,VIP
Michael,Castillo,Buy,66,Warped Tour Day 2,6,Silver
David,Cox,Buy,44,UTEP Basketball 31,6,Gold
Christopher,Berry,Buy,26,UTEP Basketball 13,6,Bronze
Woody,Disney,Buy,24,UTEP Basketball 11,5,VIP
Stephen,Ellis,Buy,60,Ariana Grande Live,4,Silver
Michelle,Ramirez,Buy,67,Warped Tour Day 3,2,Bronze
Derek,Macias,Buy,7,UTEP Football 7,5,VIP
Jose,Smith,Buy,26,UTEP Basketball 13,2,General Admission
Sarah,Mosley,Buy,40,UTEP Basketball 27,3,General Admission
Joel,Arellano,Buy,27,UTEP Basketball 14,2,Bronze
Christina,Carter,Buy,71,UTEP Commencement 3,2,Bronze
Menda,Dorji,Buy,57,Taylor Swift Live,3,Bronze
Angel,Coronel,Buy,52,UTEP Wind Symphony 8,5,Bronze
Amanda,Vang,Buy,42,UTEP Basketball 29,5,Bronze
Suzanne,Kennedy,Buy,51,UTEP Wind Symphony 7,3,Bronze
Simba,Disney,Buy,9,UTEP Football 9,2,General Admission
Matthew,Gonzalez,Buy,18,UTEP Basketball 5,5,General Admission
Phillip,Richardson,Buy,16,UTEP Basketball 3,3,Gold
Gina,Swanson,Buy,69,UTEP Commencement 2,5,Gold
Sherri,Velasquez,Buy,67,Warped Tour Day 3,3,Gold
Jerry,Hampton,Buy,48,UTEP Wind Symphony 4,3,Silver
Darlene,Shaw,Buy,6,UTEP Football 6,5,Gold
Heidi,Page,Buy,60,Ariana Grande Live,3,Gold
Allison,Chang,Buy,12,UTEP Football 12,3,VIP
Lee,Burke,Buy,23,UTEP Basketball 10,2,General Admission
Michelle,Ramirez,Buy,71,UTEP Commencement 3,2,VIP
Vanessa,Carson,Buy,13,UTEP Football 13,6,Bronze
Derek,Macias,Buy,64,Justin Timberlake Live,6,Silver
Alejandro,Ramirez,Buy,64,Justin Timberlake Live,3,Bronze
Chad,Clark,Buy,11,UTEP Football 11,3,Silver
William,Ortiz,Buy,67,Warped Tour Day 3,5,Silver
Laura,Smith,Buy,45,UTEP Wind Symphony 1,5,General Admission
Michael,Johnson,Buy,50,UTEP Wind Symphony 6,6,Gold
Wendy,Campos,Buy,14,UTEP Basketball 1,4,VIP
Heather,Cunningham,Buy,43,UTEP Basketball 30,4,Silver
Travis,Ruiz,Buy,13,UTEP Football 13,4,Bronze
Mindy,Ross,Buy,63,Lady Gaga Live,6,VIP
Jared,Scott,Buy,52,UTEP Wind Symphony 8,4,Silver
Sara,Fox,Buy,24,UTEP Basketball 11,4,General Admission
Susan,Garcia,Buy,20,UTEP Basketball 7,4,VIP
Ricky,Gardner,Buy,69,UTEP Commencement 2,4,Gold
Angela,Mcintyre,Buy,22,UTEP Basketball 9,6,General Admission
Matthew,Porter,Buy,8,UTEP Football 8,6,General Admission
Mary,Gonzalez,Buy,18,UTEP Basketball 5,3,General Admission
Joseph,Hanna,Buy,14,UTEP Basketball 1,5,VIP
Crystal,Johnson,Buy,32,UTEP Basketball 19,3,Gold
Brenda,Douglas,Buy,13,UTEP Football 13,3,Gold
Maria,Mccarthy,Buy,24,UTEP Basketball 11,5,Silver
Sherry,Mora,Buy,61,Justin Bieber Live,5,General Admission
Alexis,Ford,Buy,53,UTEP Wind Symphony 9,2,General Admission
Alyssa,Poole,Buy,3,UTEP Football 3,3,General Admission
